cod_ine,id_candidato,dist_m
4625001003.0,J2E_0562,1174.15
4625001003.0,J1_0049,1179.88
4625001003.0,J2E_0365,1182.85
4625001003.0,J2V_0219,1182.85
4625001003.0,J1_0108,1196.53
4625001003.0,J2E_0222,1200.92
4625001003.0,J2E_0053,1263.62
4625001003.0,J2E_0278,1273.32
4625001003.0,J2E_0088,1277.68
4625001003.0,J2E_0555,1284.48
4625001003.0,J2E_0089,1291.05
4625001003.0,J2E_0274,1294.54
4625001003.0,J2E_0227,1320.03
4625001003.0,J1_0067,1328.0
4625001003.0,J2E_0362,1328.0
4625001003.0,J2E_0082,1331.04
4625001003.0,J2V_0188,1331.64
4625001003.0,J2E_0726,1343.16
4625001003.0,J2E_0727,1346.07
4625001003.0,J2E_0291,1346.19
4625001003.0,J1_0042,1346.21
4625001003.0,J2E_0360,1347.52
4625001003.0,J2E_0570,1347.52
4625001003.0,J2E_0337,1349.12
4625001003.0,J2V_0283,1352.33
4625001003.0,J2E_0345,1359.23
4625001003.0,J2E_0224,1361.29
4625001003.0,J2E_0473,1370.23
4625001003.0,J2E_0622,1371.39
4625001003.0,J2V_0165,1372.47
4625001003.0,J2E_0190,1379.54
4625001003.0,J2E_0513,1398.45
4625001003.0,J2V_0181,1406.2
